Car No	Destination of block	Inbound Train No	ArrivalDay No	arriving time at receivingarea	Receiving track No	Starting time of humping job	    Ending time of humping job	Departure Day No	Pull back engine No	Starting time of pull back job	Ending time of pull back job	Departure time at departure area	    outbound Train No	Departure track No
29	AW	i208	8	Day8,4:47	R3	Day8,5:33	Day8,6:5	8	1	Day8,7:40	Day8,8:5	Day8,8:50	o651	D3
41	AW	i208	8	Day8,4:47	R3	Day8,5:33	Day8,6:5	8	1	Day8,7:40	Day8,8:5	Day8,8:50	o651	D3
50	AW	i208	8	Day8,4:47	R3	Day8,5:33	Day8,6:5	8	1	Day8,7:40	Day8,8:5	Day8,8:50	o651	D3
51	AW	i208	8	Day8,4:47	R3	Day8,5:33	Day8,6:5	8	1	Day8,7:40	Day8,8:5	Day8,8:50	o651	D3
61	AW	i208	8	Day8,4:47	R3	Day8,5:33	Day8,6:5	8	1	Day8,7:40	Day8,8:5	Day8,8:50	o651	D3
7	AW	i207	8	Day8,3:56	R5	Day8,6:15	Day8,6:47	8	1	Day8,7:40	Day8,8:5	Day8,8:50	o651	D3
22	AW	i207	8	Day8,3:56	R5	Day8,6:15	Day8,6:47	8	1	Day8,7:40	Day8,8:5	Day8,8:50	o651	D3
48	AW	i207	8	Day8,3:56	R5	Day8,6:15	Day8,6:47	8	1	Day8,7:40	Day8,8:5	Day8,8:50	o651	D3
9	AV	i204	8	Day8,2:9	R5	Day8,3:56	Day8,4:37	8	2	Day8,7:57	Day8,8:22	Day8,9:7	o652	D1
12	AV	i204	8	Day8,2:9	R5	Day8,3:56	Day8,4:37	8	2	Day8,7:57	Day8,8:22	Day8,9:7	o652	D1
20	AV	i204	8	Day8,2:9	R5	Day8,3:56	Day8,4:37	8	2	Day8,7:57	Day8,8:22	Day8,9:7	o652	D1
69	AV	i204	8	Day8,2:9	R5	Day8,3:56	Day8,4:37	8	2	Day8,7:57	Day8,8:22	Day8,9:7	o652	D1
75	AV	i204	8	Day8,2:9	R5	Day8,3:56	Day8,4:37	8	2	Day8,7:57	Day8,8:22	Day8,9:7	o652	D1
22	AV	i206	8	Day8,3:33	R3	Day8,4:47	Day8,5:23	8	2	Day8,7:57	Day8,8:22	Day8,9:7	o652	D1
47	AV	i206	8	Day8,3:33	R3	Day8,4:47	Day8,5:23	8	2	Day8,7:57	Day8,8:22	Day8,9:7	o652	D1
7	AV	i208	8	Day8,4:47	R3	Day8,5:33	Day8,6:5	8	2	Day8,7:57	Day8,8:22	Day8,9:7	o652	D1
24	AV	i208	8	Day8,4:47	R3	Day8,5:33	Day8,6:5	8	2	Day8,7:57	Day8,8:22	Day8,9:7	o652	D1
27	AV	i208	8	Day8,4:47	R3	Day8,5:33	Day8,6:5	8	2	Day8,7:57	Day8,8:22	Day8,9:7	o652	D1
47	AV	i208	8	Day8,4:47	R3	Day8,5:33	Day8,6:5	8	2	Day8,7:57	Day8,8:22	Day8,9:7	o652	D1
49	AV	i208	8	Day8,4:47	R3	Day8,5:33	Day8,6:5	8	2	Day8,7:57	Day8,8:22	Day8,9:7	o652	D1
30	AV	i207	8	Day8,3:56	R5	Day8,6:15	Day8,6:47	8	2	Day8,7:57	Day8,8:22	Day8,9:7	o652	D1
51	AV	i207	8	Day8,3:56	R5	Day8,6:15	Day8,6:47	8	2	Day8,7:57	Day8,8:22	Day8,9:7	o652	D1
69	AV	i207	8	Day8,3:56	R5	Day8,6:15	Day8,6:47	8	2	Day8,7:57	Day8,8:22	Day8,9:7	o652	D1
14	AV	i205	8	Day8,5:33	R3	Day8,6:57	Day8,7:15	8	2	Day8,7:57	Day8,8:22	Day8,9:7	o652	D1
19	AV	i209	8	Day8,6:15	R5	Day8,7:25	Day8,7:57	8	2	Day8,7:57	Day8,8:22	Day8,9:7	o652	D1
35	AV	i209	8	Day8,6:15	R5	Day8,7:25	Day8,7:57	8	2	Day8,7:57	Day8,8:22	Day8,9:7	o652	D1
41	AV	i209	8	Day8,6:15	R5	Day8,7:25	Day8,7:57	8	2	Day8,7:57	Day8,8:22	Day8,9:7	o652	D1
45	AV	i209	8	Day8,6:15	R5	Day8,7:25	Day8,7:57	8	2	Day8,7:57	Day8,8:22	Day8,9:7	o652	D1
54	AV	i209	8	Day8,6:15	R5	Day8,7:25	Day8,7:57	8	2	Day8,7:57	Day8,8:22	Day8,9:7	o652	D1
69	AV	i209	8	Day8,6:15	R5	Day8,7:25	Day8,7:57	8	2	Day8,7:57	Day8,8:22	Day8,9:7	o652	D1
15	AZ	i206	8	Day8,3:33	R3	Day8,4:47	Day8,5:23	8	2	Day8,7:57	Day8,8:22	Day8,9:7	o652	D1
38	AZ	i208	8	Day8,4:47	R3	Day8,5:33	Day8,6:5	8	2	Day8,7:57	Day8,8:22	Day8,9:7	o652	D1
23	AZ	i205	8	Day8,5:33	R3	Day8,6:57	Day8,7:15	8	2	Day8,7:57	Day8,8:22	Day8,9:7	o652	D1
40	AC	i203	8	Day8,1:28	R3	Day8,2:38	Day8,3:46	8	1	Day8,8:5	Day8,8:30	Day8,9:17	o653	D4
65	AC	i203	8	Day8,1:28	R3	Day8,2:38	Day8,3:46	8	1	Day8,8:5	Day8,8:30	Day8,9:17	o653	D4
99	AC	i203	8	Day8,1:28	R3	Day8,2:38	Day8,3:46	8	1	Day8,8:5	Day8,8:30	Day8,9:17	o653	D4
110	AC	i203	8	Day8,1:28	R3	Day8,2:38	Day8,3:46	8	1	Day8,8:5	Day8,8:30	Day8,9:17	o653	D4
123	AC	i203	8	Day8,1:28	R3	Day8,2:38	Day8,3:46	8	1	Day8,8:5	Day8,8:30	Day8,9:17	o653	D4
3	AC	i204	8	Day8,2:9	R5	Day8,3:56	Day8,4:37	8	1	Day8,8:5	Day8,8:30	Day8,9:17	o653	D4
36	AC	i204	8	Day8,2:9	R5	Day8,3:56	Day8,4:37	8	1	Day8,8:5	Day8,8:30	Day8,9:17	o653	D4
55	AC	i206	8	Day8,3:33	R3	Day8,4:47	Day8,5:23	8	1	Day8,8:5	Day8,8:30	Day8,9:17	o653	D4
56	AC	i206	8	Day8,3:33	R3	Day8,4:47	Day8,5:23	8	1	Day8,8:5	Day8,8:30	Day8,9:17	o653	D4
36	AC	i208	8	Day8,4:47	R3	Day8,5:33	Day8,6:5	8	1	Day8,8:5	Day8,8:30	Day8,9:17	o653	D4
63	AC	i208	8	Day8,4:47	R3	Day8,5:33	Day8,6:5	8	1	Day8,8:5	Day8,8:30	Day8,9:17	o653	D4
69	AC	i208	8	Day8,4:47	R3	Day8,5:33	Day8,6:5	8	1	Day8,8:5	Day8,8:30	Day8,9:17	o653	D4
56	AC	i207	8	Day8,3:56	R5	Day8,6:15	Day8,6:47	8	1	Day8,8:5	Day8,8:30	Day8,9:17	o653	D4
62	AC	i207	8	Day8,3:56	R5	Day8,6:15	Day8,6:47	8	1	Day8,8:5	Day8,8:30	Day8,9:17	o653	D4
67	AC	i207	8	Day8,3:56	R5	Day8,6:15	Day8,6:47	8	1	Day8,8:5	Day8,8:30	Day8,9:17	o653	D4
48	AC	i209	8	Day8,6:15	R5	Day8,7:25	Day8,7:57	8	1	Day8,8:5	Day8,8:30	Day8,9:17	o653	D4
70	AC	i209	8	Day8,6:15	R5	Day8,7:25	Day8,7:57	8	1	Day8,8:5	Day8,8:30	Day8,9:17	o653	D4
6	AX	i208	8	Day8,4:47	R3	Day8,5:33	Day8,6:5	8	1	Day8,8:5	Day8,8:30	Day8,9:17	o653	D4
25	AX	i208	8	Day8,4:47	R3	Day8,5:33	Day8,6:5	8	1	Day8,8:5	Day8,8:30	Day8,9:17	o653	D4
32	AX	i208	8	Day8,4:47	R3	Day8,5:33	Day8,6:5	8	1	Day8,8:5	Day8,8:30	Day8,9:17	o653	D4
55	AX	i208	8	Day8,4:47	R3	Day8,5:33	Day8,6:5	8	1	Day8,8:5	Day8,8:30	Day8,9:17	o653	D4
67	AX	i208	8	Day8,4:47	R3	Day8,5:33	Day8,6:5	8	1	Day8,8:5	Day8,8:30	Day8,9:17	o653	D4
16	AX	i207	8	Day8,3:56	R5	Day8,6:15	Day8,6:47	8	1	Day8,8:5	Day8,8:30	Day8,9:17	o653	D4
26	AX	i207	8	Day8,3:56	R5	Day8,6:15	Day8,6:47	8	1	Day8,8:5	Day8,8:30	Day8,9:17	o653	D4
52	AX	i207	8	Day8,3:56	R5	Day8,6:15	Day8,6:47	8	1	Day8,8:5	Day8,8:30	Day8,9:17	o653	D4
53	AX	i207	8	Day8,3:56	R5	Day8,6:15	Day8,6:47	8	1	Day8,8:5	Day8,8:30	Day8,9:17	o653	D4
9	AX	i205	8	Day8,5:33	R3	Day8,6:57	Day8,7:15	8	1	Day8,8:5	Day8,8:30	Day8,9:17	o653	D4
9	AX	i209	8	Day8,6:15	R5	Day8,7:25	Day8,7:57	8	1	Day8,8:5	Day8,8:30	Day8,9:17	o653	D4
3	BB	i203	8	Day8,1:28	R3	Day8,2:38	Day8,3:46	8	2	Day8,8:25	Day8,8:50	Day8,9:35	o654	D2
27	BB	i203	8	Day8,1:28	R3	Day8,2:38	Day8,3:46	8	2	Day8,8:25	Day8,8:50	Day8,9:35	o654	D2
33	BB	i203	8	Day8,1:28	R3	Day8,2:38	Day8,3:46	8	2	Day8,8:25	Day8,8:50	Day8,9:35	o654	D2
37	BB	i203	8	Day8,1:28	R3	Day8,2:38	Day8,3:46	8	2	Day8,8:25	Day8,8:50	Day8,9:35	o654	D2
133	BB	i203	8	Day8,1:28	R3	Day8,2:38	Day8,3:46	8	2	Day8,8:25	Day8,8:50	Day8,9:35	o654	D2
22	BB	i204	8	Day8,2:9	R5	Day8,3:56	Day8,4:37	8	2	Day8,8:25	Day8,8:50	Day8,9:35	o654	D2
42	BB	i206	8	Day8,3:33	R3	Day8,4:47	Day8,5:23	8	2	Day8,8:25	Day8,8:50	Day8,9:35	o654	D2
19	BB	i208	8	Day8,4:47	R3	Day8,5:33	Day8,6:5	8	2	Day8,8:25	Day8,8:50	Day8,9:35	o654	D2
60	BB	i208	8	Day8,4:47	R3	Day8,5:33	Day8,6:5	8	2	Day8,8:25	Day8,8:50	Day8,9:35	o654	D2
59	BB	i207	8	Day8,3:56	R5	Day8,6:15	Day8,6:47	8	2	Day8,8:25	Day8,8:50	Day8,9:35	o654	D2
15	BB	i205	8	Day8,5:33	R3	Day8,6:57	Day8,7:15	8	2	Day8,8:25	Day8,8:50	Day8,9:35	o654	D2
34	BB	i205	8	Day8,5:33	R3	Day8,6:57	Day8,7:15	8	2	Day8,8:25	Day8,8:50	Day8,9:35	o654	D2
14	BB	i209	8	Day8,6:15	R5	Day8,7:25	Day8,7:57	8	2	Day8,8:25	Day8,8:50	Day8,9:35	o654	D2
46	BB	i209	8	Day8,6:15	R5	Day8,7:25	Day8,7:57	8	2	Day8,8:25	Day8,8:50	Day8,9:35	o654	D2
52	BB	i209	8	Day8,6:15	R5	Day8,7:25	Day8,7:57	8	2	Day8,8:25	Day8,8:50	Day8,9:35	o654	D2
4	BB	i143	6	Day7,3:5	R8	Day8,8:7	Day8,8:25	8	2	Day8,8:25	Day8,8:50	Day8,9:35	o654	D2
22	BB	i143	6	Day7,3:5	R8	Day8,8:7	Day8,8:25	8	2	Day8,8:25	Day8,8:50	Day8,9:35	o654	D2
33	BB	i143	6	Day7,3:5	R8	Day8,8:7	Day8,8:25	8	2	Day8,8:25	Day8,8:50	Day8,9:35	o654	D2
23	AU	i196	7	Day7,22:2	R5	Day8,2:9	Day8,2:28	8	2	Day8,8:25	Day8,8:50	Day8,9:35	o654	D2
13	AU	i203	8	Day8,1:28	R3	Day8,2:38	Day8,3:46	8	2	Day8,8:25	Day8,8:50	Day8,9:35	o654	D2
58	AU	i203	8	Day8,1:28	R3	Day8,2:38	Day8,3:46	8	2	Day8,8:25	Day8,8:50	Day8,9:35	o654	D2
115	AU	i203	8	Day8,1:28	R3	Day8,2:38	Day8,3:46	8	2	Day8,8:25	Day8,8:50	Day8,9:35	o654	D2
69	AU	i206	8	Day8,3:33	R3	Day8,4:47	Day8,5:23	8	2	Day8,8:25	Day8,8:50	Day8,9:35	o654	D2
8	AU	i208	8	Day8,4:47	R3	Day8,5:33	Day8,6:5	8	2	Day8,8:25	Day8,8:50	Day8,9:35	o654	D2
18	AU	i207	8	Day8,3:56	R5	Day8,6:15	Day8,6:47	8	2	Day8,8:25	Day8,8:50	Day8,9:35	o654	D2
67	AU	i209	8	Day8,6:15	R5	Day8,7:25	Day8,7:57	8	2	Day8,8:25	Day8,8:50	Day8,9:35	o654	D2
17	AR	i206	8	Day8,3:33	R3	Day8,4:47	Day8,5:23	8	1	Day8,8:30	Day8,8:55	Day8,9:45	o655	D6
40	AR	i206	8	Day8,3:33	R3	Day8,4:47	Day8,5:23	8	1	Day8,8:30	Day8,8:55	Day8,9:45	o655	D6
58	AR	i206	8	Day8,3:33	R3	Day8,4:47	Day8,5:23	8	1	Day8,8:30	Day8,8:55	Day8,9:45	o655	D6
63	AR	i206	8	Day8,3:33	R3	Day8,4:47	Day8,5:23	8	1	Day8,8:30	Day8,8:55	Day8,9:45	o655	D6
12	AR	i208	8	Day8,4:47	R3	Day8,5:33	Day8,6:5	8	1	Day8,8:30	Day8,8:55	Day8,9:45	o655	D6
56	AR	i208	8	Day8,4:47	R3	Day8,5:33	Day8,6:5	8	1	Day8,8:30	Day8,8:55	Day8,9:45	o655	D6
3	AR	i207	8	Day8,3:56	R5	Day8,6:15	Day8,6:47	8	1	Day8,8:30	Day8,8:55	Day8,9:45	o655	D6
38	AR	i207	8	Day8,3:56	R5	Day8,6:15	Day8,6:47	8	1	Day8,8:30	Day8,8:55	Day8,9:45	o655	D6
43	AR	i207	8	Day8,3:56	R5	Day8,6:15	Day8,6:47	8	1	Day8,8:30	Day8,8:55	Day8,9:45	o655	D6
54	AR	i207	8	Day8,3:56	R5	Day8,6:15	Day8,6:47	8	1	Day8,8:30	Day8,8:55	Day8,9:45	o655	D6
26	AR	i205	8	Day8,5:33	R3	Day8,6:57	Day8,7:15	8	1	Day8,8:30	Day8,8:55	Day8,9:45	o655	D6
32	AR	i205	8	Day8,5:33	R3	Day8,6:57	Day8,7:15	8	1	Day8,8:30	Day8,8:55	Day8,9:45	o655	D6
17	AR	i209	8	Day8,6:15	R5	Day8,7:25	Day8,7:57	8	1	Day8,8:30	Day8,8:55	Day8,9:45	o655	D6
66	AR	i209	8	Day8,6:15	R5	Day8,7:25	Day8,7:57	8	1	Day8,8:30	Day8,8:55	Day8,9:45	o655	D6
3	AR	i143	6	Day7,3:5	R8	Day8,8:7	Day8,8:25	8	1	Day8,8:30	Day8,8:55	Day8,9:45	o655	D6
16	AR	i143	6	Day7,3:5	R8	Day8,8:7	Day8,8:25	8	1	Day8,8:30	Day8,8:55	Day8,9:45	o655	D6
30	AR	i143	6	Day7,3:5	R8	Day8,8:7	Day8,8:25	8	1	Day8,8:30	Day8,8:55	Day8,9:45	o655	D6
15	AY	i204	8	Day8,2:9	R5	Day8,3:56	Day8,4:37	8	1	Day8,8:30	Day8,8:55	Day8,9:45	o655	D6
59	AY	i204	8	Day8,2:9	R5	Day8,3:56	Day8,4:37	8	1	Day8,8:30	Day8,8:55	Day8,9:45	o655	D6
64	AY	i204	8	Day8,2:9	R5	Day8,3:56	Day8,4:37	8	1	Day8,8:30	Day8,8:55	Day8,9:45	o655	D6
6	AY	i206	8	Day8,3:33	R3	Day8,4:47	Day8,5:23	8	1	Day8,8:30	Day8,8:55	Day8,9:45	o655	D6
26	AY	i206	8	Day8,3:33	R3	Day8,4:47	Day8,5:23	8	1	Day8,8:30	Day8,8:55	Day8,9:45	o655	D6
68	AY	i206	8	Day8,3:33	R3	Day8,4:47	Day8,5:23	8	1	Day8,8:30	Day8,8:55	Day8,9:45	o655	D6
77	AY	i206	8	Day8,3:33	R3	Day8,4:47	Day8,5:23	8	1	Day8,8:30	Day8,8:55	Day8,9:45	o655	D6
52	AY	i208	8	Day8,4:47	R3	Day8,5:33	Day8,6:5	8	1	Day8,8:30	Day8,8:55	Day8,9:45	o655	D6
32	AY	i207	8	Day8,3:56	R5	Day8,6:15	Day8,6:47	8	1	Day8,8:30	Day8,8:55	Day8,9:45	o655	D6
58	AY	i207	8	Day8,3:56	R5	Day8,6:15	Day8,6:47	8	1	Day8,8:30	Day8,8:55	Day8,9:45	o655	D6
68	AY	i207	8	Day8,3:56	R5	Day8,6:15	Day8,6:47	8	1	Day8,8:30	Day8,8:55	Day8,9:45	o655	D6
37	AY	i205	8	Day8,5:33	R3	Day8,6:57	Day8,7:15	8	1	Day8,8:30	Day8,8:55	Day8,9:45	o655	D6
38	AY	i209	8	Day8,6:15	R5	Day8,7:25	Day8,7:57	8	1	Day8,8:30	Day8,8:55	Day8,9:45	o655	D6
39	AY	i209	8	Day8,6:15	R5	Day8,7:25	Day8,7:57	8	1	Day8,8:30	Day8,8:55	Day8,9:45	o655	D6
15	AY	i143	6	Day7,3:5	R8	Day8,8:7	Day8,8:25	8	1	Day8,8:30	Day8,8:55	Day8,9:45	o655	D6
39	AY	i143	6	Day7,3:5	R8	Day8,8:7	Day8,8:25	8	1	Day8,8:30	Day8,8:55	Day8,9:45	o655	D6
36	AH	i205	8	Day8,5:33	R3	Day8,6:57	Day8,7:15	8	2	Day8,9:2	Day8,9:27	Day8,10:12	o656	D3
40	AH	i205	8	Day8,5:33	R3	Day8,6:57	Day8,7:15	8	2	Day8,9:2	Day8,9:27	Day8,10:12	o656	D3
4	AH	i209	8	Day8,6:15	R5	Day8,7:25	Day8,7:57	8	2	Day8,9:2	Day8,9:27	Day8,10:12	o656	D3
12	AH	i209	8	Day8,6:15	R5	Day8,7:25	Day8,7:57	8	2	Day8,9:2	Day8,9:27	Day8,10:12	o656	D3
23	AH	i209	8	Day8,6:15	R5	Day8,7:25	Day8,7:57	8	2	Day8,9:2	Day8,9:27	Day8,10:12	o656	D3
28	AH	i209	8	Day8,6:15	R5	Day8,7:25	Day8,7:57	8	2	Day8,9:2	Day8,9:27	Day8,10:12	o656	D3
32	AH	i209	8	Day8,6:15	R5	Day8,7:25	Day8,7:57	8	2	Day8,9:2	Day8,9:27	Day8,10:12	o656	D3
43	AH	i209	8	Day8,6:15	R5	Day8,7:25	Day8,7:57	8	2	Day8,9:2	Day8,9:27	Day8,10:12	o656	D3
56	AH	i209	8	Day8,6:15	R5	Day8,7:25	Day8,7:57	8	2	Day8,9:2	Day8,9:27	Day8,10:12	o656	D3
57	AH	i209	8	Day8,6:15	R5	Day8,7:25	Day8,7:57	8	2	Day8,9:2	Day8,9:27	Day8,10:12	o656	D3
10	AH	i143	6	Day7,3:5	R8	Day8,8:7	Day8,8:25	8	2	Day8,9:2	Day8,9:27	Day8,10:12	o656	D3
28	AH	i143	6	Day7,3:5	R8	Day8,8:7	Day8,8:25	8	2	Day8,9:2	Day8,9:27	Day8,10:12	o656	D3
40	AH	i211	8	Day8,7:44	R5	Day8,8:35	Day8,9:2	8	2	Day8,9:2	Day8,9:27	Day8,10:12	o656	D3
42	AH	i211	8	Day8,7:44	R5	Day8,8:35	Day8,9:2	8	2	Day8,9:2	Day8,9:27	Day8,10:12	o656	D3
43	AH	i211	8	Day8,7:44	R5	Day8,8:35	Day8,9:2	8	2	Day8,9:2	Day8,9:27	Day8,10:12	o656	D3
47	AH	i211	8	Day8,7:44	R5	Day8,8:35	Day8,9:2	8	2	Day8,9:2	Day8,9:27	Day8,10:12	o656	D3
52	AH	i211	8	Day8,7:44	R5	Day8,8:35	Day8,9:2	8	2	Day8,9:2	Day8,9:27	Day8,10:12	o656	D3
54	AH	i211	8	Day8,7:44	R5	Day8,8:35	Day8,9:2	8	2	Day8,9:2	Day8,9:27	Day8,10:12	o656	D3
39	AT	i194	7	Day7,18:55	R7	Day7,19:43	Day7,20:29	8	2	Day8,9:2	Day8,9:27	Day8,10:12	o656	D3
46	AT	i194	7	Day7,18:55	R7	Day7,19:43	Day7,20:29	8	2	Day8,9:2	Day8,9:27	Day8,10:12	o656	D3
65	AT	i194	7	Day7,18:55	R7	Day7,19:43	Day7,20:29	8	2	Day8,9:2	Day8,9:27	Day8,10:12	o656	D3
26	AT	i195	7	Day7,19:10	R5	Day7,20:39	Day7,21:15	8	2	Day8,9:2	Day8,9:27	Day8,10:12	o656	D3
15	AT	i193	7	Day7,19:43	R7	Day7,21:25	Day7,21:52	8	2	Day8,9:2	Day8,9:27	Day8,10:12	o656	D3
19	AT	i141	6	Day7,1:46	R3	Day7,23:8	Day7,23:26	8	2	Day8,9:2	Day8,9:27	Day8,10:12	o656	D3
8	AT	i200	7	Day7,22:49	R7	Day7,23:36	Day8,0:12	8	2	Day8,9:2	Day8,9:27	Day8,10:12	o656	D3
57	AT	i203	8	Day8,1:28	R3	Day8,2:38	Day8,3:46	8	2	Day8,9:2	Day8,9:27	Day8,10:12	o656	D3
10	AT	i206	8	Day8,3:33	R3	Day8,4:47	Day8,5:23	8	2	Day8,9:2	Day8,9:27	Day8,10:12	o656	D3
13	AT	i206	8	Day8,3:33	R3	Day8,4:47	Day8,5:23	8	2	Day8,9:2	Day8,9:27	Day8,10:12	o656	D3
28	AT	i206	8	Day8,3:33	R3	Day8,4:47	Day8,5:23	8	2	Day8,9:2	Day8,9:27	Day8,10:12	o656	D3
45	AT	i207	8	Day8,3:56	R5	Day8,6:15	Day8,6:47	8	2	Day8,9:2	Day8,9:27	Day8,10:12	o656	D3
12	AT	i205	8	Day8,5:33	R3	Day8,6:57	Day8,7:15	8	2	Day8,9:2	Day8,9:27	Day8,10:12	o656	D3
27	AT	i205	8	Day8,5:33	R3	Day8,6:57	Day8,7:15	8	2	Day8,9:2	Day8,9:27	Day8,10:12	o656	D3
1	AT	i143	6	Day7,3:5	R8	Day8,8:7	Day8,8:25	8	2	Day8,9:2	Day8,9:27	Day8,10:12	o656	D3
11	AT	i211	8	Day8,7:44	R5	Day8,8:35	Day8,9:2	8	2	Day8,9:2	Day8,9:27	Day8,10:12	o656	D3
36	AT	i211	8	Day8,7:44	R5	Day8,8:35	Day8,9:2	8	2	Day8,9:2	Day8,9:27	Day8,10:12	o656	D3
25	AQ	i125	5	Day5,18:19	R4	Day8,0:59	Day8,1:18	8	1	Day8,9:2	Day8,9:27	Day8,10:22	o657	D5
31	AQ	i202	8	Day8,0:27	R3	Day8,1:28	Day8,1:59	8	1	Day8,9:2	Day8,9:27	Day8,10:22	o657	D5
44	AQ	i202	8	Day8,0:27	R3	Day8,1:28	Day8,1:59	8	1	Day8,9:2	Day8,9:27	Day8,10:22	o657	D5
3	AQ	i196	7	Day7,22:2	R5	Day8,2:9	Day8,2:28	8	1	Day8,9:2	Day8,9:27	Day8,10:22	o657	D5
12	AQ	i203	8	Day8,1:28	R3	Day8,2:38	Day8,3:46	8	1	Day8,9:2	Day8,9:27	Day8,10:22	o657	D5
85	AQ	i203	8	Day8,1:28	R3	Day8,2:38	Day8,3:46	8	1	Day8,9:2	Day8,9:27	Day8,10:22	o657	D5
4	AQ	i204	8	Day8,2:9	R5	Day8,3:56	Day8,4:37	8	1	Day8,9:2	Day8,9:27	Day8,10:22	o657	D5
83	AQ	i204	8	Day8,2:9	R5	Day8,3:56	Day8,4:37	8	1	Day8,9:2	Day8,9:27	Day8,10:22	o657	D5
40	AQ	i208	8	Day8,4:47	R3	Day8,5:33	Day8,6:5	8	1	Day8,9:2	Day8,9:27	Day8,10:22	o657	D5
57	AQ	i208	8	Day8,4:47	R3	Day8,5:33	Day8,6:5	8	1	Day8,9:2	Day8,9:27	Day8,10:22	o657	D5
65	AQ	i208	8	Day8,4:47	R3	Day8,5:33	Day8,6:5	8	1	Day8,9:2	Day8,9:27	Day8,10:22	o657	D5
1	AQ	i205	8	Day8,5:33	R3	Day8,6:57	Day8,7:15	8	1	Day8,9:2	Day8,9:27	Day8,10:22	o657	D5
20	AQ	i143	6	Day7,3:5	R8	Day8,8:7	Day8,8:25	8	1	Day8,9:2	Day8,9:27	Day8,10:22	o657	D5
26	AQ	i143	6	Day7,3:5	R8	Day8,8:7	Day8,8:25	8	1	Day8,9:2	Day8,9:27	Day8,10:22	o657	D5
35	AQ	i143	6	Day7,3:5	R8	Day8,8:7	Day8,8:25	8	1	Day8,9:2	Day8,9:27	Day8,10:22	o657	D5
3	AQ	i211	8	Day8,7:44	R5	Day8,8:35	Day8,9:2	8	1	Day8,9:2	Day8,9:27	Day8,10:22	o657	D5
10	AQ	i211	8	Day8,7:44	R5	Day8,8:35	Day8,9:2	8	1	Day8,9:2	Day8,9:27	Day8,10:22	o657	D5
50	BD	i201	7	Day7,23:8	R3	Day8,0:22	Day8,0:49	8	1	Day8,9:2	Day8,9:27	Day8,10:22	o657	D5
48	BD	i203	8	Day8,1:28	R3	Day8,2:38	Day8,3:46	8	1	Day8,9:2	Day8,9:27	Day8,10:22	o657	D5
134	BD	i203	8	Day8,1:28	R3	Day8,2:38	Day8,3:46	8	1	Day8,9:2	Day8,9:27	Day8,10:22	o657	D5
25	BD	i206	8	Day8,3:33	R3	Day8,4:47	Day8,5:23	8	1	Day8,9:2	Day8,9:27	Day8,10:22	o657	D5
17	BD	i205	8	Day8,5:33	R3	Day8,6:57	Day8,7:15	8	1	Day8,9:2	Day8,9:27	Day8,10:22	o657	D5
22	BD	i205	8	Day8,5:33	R3	Day8,6:57	Day8,7:15	8	1	Day8,9:2	Day8,9:27	Day8,10:22	o657	D5
25	BD	i209	8	Day8,6:15	R5	Day8,7:25	Day8,7:57	8	1	Day8,9:2	Day8,9:27	Day8,10:22	o657	D5
51	BD	i211	8	Day8,7:44	R5	Day8,8:35	Day8,9:2	8	1	Day8,9:2	Day8,9:27	Day8,10:22	o657	D5
36	AM	i200	7	Day7,22:49	R7	Day7,23:36	Day8,0:12	8	2	Day8,9:27	Day8,9:37	Day8,10:32	o658	D4
20	AM	i202	8	Day8,0:27	R3	Day8,1:28	Day8,1:59	8	2	Day8,9:27	Day8,9:37	Day8,10:32	o658	D4
34	AM	i196	7	Day7,22:2	R5	Day8,2:9	Day8,2:28	8	2	Day8,9:27	Day8,9:37	Day8,10:32	o658	D4
15	AM	i203	8	Day8,1:28	R3	Day8,2:38	Day8,3:46	8	2	Day8,9:27	Day8,9:37	Day8,10:32	o658	D4
144	AM	i203	8	Day8,1:28	R3	Day8,2:38	Day8,3:46	8	2	Day8,9:27	Day8,9:37	Day8,10:32	o658	D4
28	AM	i204	8	Day8,2:9	R5	Day8,3:56	Day8,4:37	8	2	Day8,9:27	Day8,9:37	Day8,10:32	o658	D4
8	AM	i206	8	Day8,3:33	R3	Day8,4:47	Day8,5:23	8	2	Day8,9:27	Day8,9:37	Day8,10:32	o658	D4
65	AM	i206	8	Day8,3:33	R3	Day8,4:47	Day8,5:23	8	2	Day8,9:27	Day8,9:37	Day8,10:32	o658	D4
16	AM	i208	8	Day8,4:47	R3	Day8,5:33	Day8,6:5	8	2	Day8,9:27	Day8,9:37	Day8,10:32	o658	D4
59	AM	i208	8	Day8,4:47	R3	Day8,5:33	Day8,6:5	8	2	Day8,9:27	Day8,9:37	Day8,10:32	o658	D4
21	AM	i207	8	Day8,3:56	R5	Day8,6:15	Day8,6:47	8	2	Day8,9:27	Day8,9:37	Day8,10:32	o658	D4
8	AM	i209	8	Day8,6:15	R5	Day8,7:25	Day8,7:57	8	2	Day8,9:27	Day8,9:37	Day8,10:32	o658	D4
55	AM	i209	8	Day8,6:15	R5	Day8,7:25	Day8,7:57	8	2	Day8,9:27	Day8,9:37	Day8,10:32	o658	D4
58	AM	i209	8	Day8,6:15	R5	Day8,7:25	Day8,7:57	8	2	Day8,9:27	Day8,9:37	Day8,10:32	o658	D4
6	AM	i143	6	Day7,3:5	R8	Day8,8:7	Day8,8:25	8	2	Day8,9:27	Day8,9:37	Day8,10:32	o658	D4
