outbound Train No	Day No	PullBack engine No	Starting time of pullback job	ending time of pullback job	departure time at departure area	Departure track No	Number of blocks	number of railcars	destination of blocks(associated number of cars)
o579	7	1	Day7,8:27	Day7,8:52	Day7,9:37	2	2	31	BB(18);AS(13);
o580	7	2	Day7,8:49	Day7,9:14	Day7,9:59	3	2	39	AJ(20);AN(19);
o581	7	1	Day7,8:52	Day7,9:17	Day7,10:9	4	2	30	AP(19);AA(11);
o582	7	2	Day7,9:14	Day7,9:39	Day7,10:24	1	2	31	AD(16);AU(15);
o583	7	1	Day7,9:30	Day7,9:55	Day7,10:40	5	2	36	AY(18);AW(18);
o584	7	2	Day7,9:39	Day7,10:4	Day7,10:50	2	2	26	AH(15);AE(11);
o585	7	1	Day7,9:55	Day7,10:20	Day7,11:5	6	2	25	AX(15);AC(10);
o586	7	2	Day7,10:26	Day7,10:51	Day7,11:36	3	2	25	AV(21);AZ(4);
o587	7	1	Day7,10:26	Day7,11:6	Day7,11:51	1	3	29	AB(13);AF(9);AW(7);
o588	7	2	Day7,10:51	Day7,11:31	Day7,12:16	2	3	34	AP(13);BC(11);BE(10);
o589	7	1	Day7,11:8	Day7,11:48	Day7,12:33	4	3	29	AR(15);AY(8);AW(6);
o590	7	1	Day7,12:3	Day7,12:28	Day7,13:13	1	2	25	AX(17);AC(8);
o591	7	2	Day7,12:3	Day7,12:28	Day7,13:23	3	2	37	AK(19);AH(18);
o592	7	1	Day7,12:28	Day7,12:53	Day7,13:38	2	2	28	AF(16);BB(12);
o593	7	2	Day7,12:49	Day7,13:14	Day7,13:59	4	2	40	AP(20);AN(20);
o594	7	1	Day7,13:31	Day7,13:56	Day7,14:41	1	2	33	AJ(18);BG(15);
o595	7	2	Day7,13:31	Day7,13:56	Day7,14:51	3	2	26	AQ(17);BD(9);
o596	7	1	Day7,14:13	Day7,14:38	Day7,15:23	2	2	26	AV(21);AZ(5);
o597	7	2	Day7,14:13	Day7,14:38	Day7,15:33	4	2	35	AW(18);AY(17);
o598	7	1	Day7,14:46	Day7,15:11	Day7,15:56	1	2	34	AH(19);AK(15);
o599	7	2	Day7,14:46	Day7,15:11	Day7,16:6	5	2	28	BF(19);BE(9);
o600	7	1	Day7,15:11	Day7,15:36	Day7,16:21	3	2	31	AD(18);AB(13);
o601	7	2	Day7,15:19	Day7,15:44	Day7,16:31	6	2	32	AA(19);BC(13);
o602	7	1	Day7,16:14	Day7,16:24	Day7,17:9	1	1	25	AR(25);
o603	7	2	Day7,16:14	Day7,16:39	Day7,17:24	2	2	41	AX(22);AC(19);
o604	7	1	Day7,16:47	Day7,17:12	Day7,17:57	3	2	39	AN(20);AP(19);
o605	7	2	Day7,16:47	Day7,17:12	Day7,18:7	4	2	37	AW(20);AF(17);
o606	7	2	Day7,17:56	Day7,18:6	Day7,18:51	2	1	22	AV(22);
o607	7	1	Day7,17:56	Day7,18:21	Day7,19:6	1	2	45	AH(23);AE(22);
o608	7	1	Day7,19:0	Day7,19:25	Day7,20:10	2	2	34	AS(20);AD(14);
o609	7	2	Day7,19:0	Day7,19:25	Day7,20:20	3	2	42	AU(21);BB(21);
o610	7	1	Day7,19:25	Day7,19:50	Day7,20:35	1	2	38	AT(20);AK(18);
o611	7	2	Day7,19:33	Day7,19:58	Day7,20:45	4	2	31	AX(22);AG(9);
o612	7	1	Day7,20:29	Day7,20:39	Day7,21:24	2	1	26	AW(26);
o613	7	2	Day7,20:29	Day7,20:54	Day7,21:39	5	2	44	AP(22);AJ(22);
o614	7	1	Day7,21:15	Day7,21:25	Day7,22:10	1	1	26	AN(26);
o615	7	2	Day7,21:15	Day7,21:25	Day7,22:20	3	1	25	AR(25);
o616	7	1	Day7,21:52	Day7,22:2	Day7,22:47	2	1	31	AH(31);
o617	7	2	Day7,21:52	Day7,22:2	Day7,22:57	4	1	25	BF(25);
o618	8	1	Day7,22:2	Day7,22:12	Day7,23:7	5	1	25	BG(25);
o619	8	2	Day7,22:25	Day7,22:35	Day7,23:20	1	1	28	AY(28);
o620	8	1	Day7,22:25	Day7,22:35	Day7,23:30	3	1	26	AV(26);
o621	8	1	Day7,22:35	Day7,23:0	Day7,23:45	6	2	44	AF(24);AB(20);
o622	8	2	Day7,22:58	Day7,23:8	Day7,23:55	2	1	28	AK(28);
o623	8	1	Day7,23:0	Day7,23:25	Day8,0:10	4	2	40	AA(21);AP(19);
o624	8	2	Day7,23:8	Day7,23:33	Day8,0:20	5	2	39	AC(21);AX(18);
o625	8	1	Day7,23:25	Day7,23:35	Day8,0:30	1	1	21	AM(21);
o626	8	2	Day7,23:33	Day7,23:58	Day8,0:43	3	2	28	AW(20);AR(8);
o627	8	2	Day8,0:12	Day8,0:22	Day8,1:7	2	1	22	AO(22);
o628	8	1	Day8,0:12	Day8,0:37	Day8,1:22	6	2	31	AQ(23);BD(8);
o629	8	2	Day8,0:49	Day8,1:14	Day8,1:59	1	2	44	AE(23);AH(21);
o630	8	1	Day8,0:49	Day8,1:14	Day8,2:9	3	2	38	BE(20);AJ(18);
o631	8	1	Day8,1:18	Day8,1:43	Day8,2:28	2	2	33	AU(19);AB(14);
o632	8	2	Day8,1:18	Day8,1:43	Day8,2:38	4	2	34	AP(18);AN(16);
o633	8	1	Day8,1:43	Day8,2:8	Day8,2:53	5	2	35	AL(18);AI(17);
o634	8	2	Day8,1:59	Day8,2:24	Day8,3:9	1	2	31	AK(22);AH(9);
o635	8	1	Day8,2:28	Day8,2:38	Day8,3:23	3	1	26	AW(26);
o636	8	2	Day8,2:28	Day8,2:53	Day8,3:38	2	2	27	AX(16);AC(11);
o637	8	1	Day8,2:38	Day8,3:3	Day8,3:48	4	2	29	AD(15);BB(14);
o638	8	2	Day8,3:46	Day8,4:11	Day8,4:56	1	2	39	AP(23);BG(16);
o639	8	1	Day8,3:46	Day8,4:11	Day8,5:6	5	2	32	AV(22);AZ(10);
o640	8	1	Day8,4:11	Day8,4:36	Day8,5:21	2	2	41	AF(22);AY(19);
o641	8	2	Day8,4:37	Day8,4:47	Day8,5:32	3	1	26	AH(26);
o642	8	1	Day8,4:37	Day8,5:2	Day8,5:47	4	2	33	AR(20);AW(13);
o643	8	2	Day8,5:23	Day8,5:48	Day8,6:33	1	2	40	AJ(22);BC(18);
o644	8	1	Day8,5:23	Day8,5:48	Day8,6:43	5	2	33	AX(22);AG(11);
o645	8	1	Day8,6:5	Day8,6:30	Day8,7:15	2	2	37	AA(21);AN(16);
o646	8	2	Day8,6:5	Day8,6:30	Day8,7:25	3	2	40	BA(21);AS(19);
o647	8	1	Day8,6:47	Day8,6:57	Day8,7:42	1	1	26	AH(26);
o648	8	2	Day8,6:47	Day8,7:12	Day8,7:57	4	2	39	AK(23);AE(16);
o649	8	1	Day8,7:15	Day8,7:40	Day8,8:25	2	2	44	AD(23);AB(21);
o650	8	2	Day8,7:15	Day8,7:40	Day8,8:35	5	2	36	BF(21);AP(15);
o651	8	1	Day8,7:40	Day8,8:5	Day8,8:50	3	2	33	AF(17);AW(16);
o652	8	2	Day8,7:57	Day8,8:22	Day8,9:7	1	2	25	AV(22);AZ(3);
o653	8	1	Day8,8:5	Day8,8:30	Day8,9:17	4	2	28	AC(17);AX(11);
o654	8	2	Day8,8:25	Day8,8:50	Day8,9:35	2	2	26	BB(18);AU(8);
o655	8	1	Day8,8:30	Day8,8:55	Day8,9:45	6	2	33	AR(17);AY(16);
o656	8	2	Day8,9:2	Day8,9:27	Day8,10:12	3	2	35	AH(18);AT(17);
o657	8	1	Day8,9:2	Day8,9:27	Day8,10:22	5	2	25	AQ(17);BD(8);
o658	8	2	Day8,9:27	Day8,9:37	Day8,10:32	4	1	17	AM(17);
o659	8	1	Day8,9:30	Day8,9:55	Day8,10:42	1	2	29	AN(17);BE(12);
o660	8	2	Day8,9:37	Day8,10:2	Day8,10:52	2	2	25	AK(15);AE(10);
o661	8	1	Day8,9:59	Day8,10:24	Day8,11:9	6	2	31	AW(17);AF(14);
o662	8	2	Day8,10:2	Day8,10:27	Day8,11:19	7	2	26	BG(15);AP(11);
o663	8	2	Day8,10:27	Day8,10:37	Day8,11:29	5	1	13	AV(13);
o664	8	1	Day8,10:27	Day8,10:52	Day8,11:39	3	2	27	AD(15);AB(12);
o665	8	2	Day8,10:37	Day8,11:17	Day8,12:2	4	3	33	BC(12);AJ(11);AN(10);
o666	8	1	Day8,10:52	Day8,11:32	Day8,12:17	1	3	15	AH(12);AK(2);AT(1);
o667	8	2	Day8,11:17	Day8,11:57	Day8,12:42	2	3	20	AW(12);AY(5);AR(3);
o668	8	1	Day8,11:47	Day8,12:27	Day8,13:12	3	3	31	AX(13);AG(10);AC(8);
o669	8	1	Day8,12:38	Day8,13:3	Day8,13:48	1	2	18	AV(15);AZ(3);
o670	8	2	Day8,12:38	Day8,13:3	Day8,13:58	4	2	26	AH(18);AK(8);
o671	8	1	Day8,13:19	Day8,13:44	Day8,14:29	2	2	35	AW(20);AF(15);
o672	8	2	Day8,13:19	Day8,13:44	Day8,14:39	3	2	36	AP(19);BF(17);
o673	8	1	Day8,13:44	Day8,14:9	Day8,14:54	5	2	29	AN(15);AA(14);
o674	8	2	Day8,13:44	Day8,14:9	Day8,15:4	6	2	28	AS(15);BB(13);
o675	8	2	Day8,14:9	Day8,14:34	Day8,15:19	4	2	25	AL(14);AI(11);
o676	8	1	Day8,14:9	Day8,14:49	Day8,15:34	1	3	22	AJ(14);BG(7);AP(1);
o677	8	2	Day8,14:35	Day8,15:0	Day8,15:45	2	2	16	AV(13);AZ(3);
o678	8	1	Day8,14:49	Day8,15:29	Day8,16:14	3	3	34	AW(13);AY(11);AR(10);
o679	8	2	Day8,15:0	Day8,15:40	Day8,16:25	5	3	32	AD(12);BA(10);AU(10);
o680	8	2	Day8,15:40	Day8,15:50	Day8,16:35	1	1	11	AO(11);
o681	8	1	Day8,15:29	Day8,16:9	Day8,16:54	4	3	30	AE(12);AK(11);AH(7);
o682	8	2	Day8,15:50	Day8,16:30	Day8,17:15	2	3	23	AC(10);AG(7);AX(6);
o683	8	1	Day8,16:9	Day8,16:49	Day8,17:34	6	3	31	AB(13);AF(10);AW(8);
o684	8	2	Day8,16:30	Day8,17:10	Day8,17:55	3	3	32	BE(12);AP(11);BC(9);
o685	8	1	Day8,16:49	Day8,17:14	Day8,18:5	1	2	14	AQ(11);BD(3);
o686	8	2	Day8,17:10	Day8,17:20	Day8,18:15	4	1	10	AM(10);
o687	8	2	Day8,17:20	Day8,18:0	Day8,18:45	2	3	15	AK(6);AH(5);AT(4);
o688	8	1	Day8,17:14	Day8,18:9	Day8,18:55	5	4	24	AJ(8);AN(8);AA(4);BG(4);
o689	8	2	Day8,18:0	Day8,18:25	Day8,19:10	3	2	10	AR(5);AY(5);
o690	8	1	Day8,18:9	Day8,18:49	Day8,19:34	1	3	10	BB(5);AD(4);AU(1);
o691	8	2	Day8,18:25	Day8,18:50	Day8,19:44	4	2	21	AV(18);AZ(3);
o692	8	2	Day8,18:50	Day8,19:15	Day8,20:0	6	2	27	AW(15);AY(12);
o693	8	1	Day8,18:49	Day8,19:29	Day8,20:14	2	3	29	AH(16);AK(8);AE(5);
o694	8	2	Day8,19:15	Day8,19:40	Day8,20:25	3	2	26	AN(14);AJ(12);
o695	8	1	Day8,19:29	Day8,19:54	Day8,20:39	5	2	30	AP(15);BF(15);
o696	8	2	Day8,19:40	Day8,20:5	Day8,20:50	1	2	26	AX(15);AC(11);
o697	8	1	Day8,19:54	Day8,20:34	Day8,21:19	4	3	33	AF(12);AB(11);AD(10);
o698	8	1	Day8,20:34	Day8,20:44	Day8,21:29	2	1	10	AM(10);
o699	8	2	Day8,20:5	Day8,20:45	Day8,21:39	6	3	21	AH(10);AT(6);AK(5);
o700	8	2	Day8,20:45	Day8,21:25	Day8,22:10	5	3	10	AR(6);AY(2);AW(2);
o701	8	1	Day8,20:44	Day8,21:54	Day8,22:39	3	5	24	AA(9);BC(6);BE(5);AJ(2);AN(2);
o702	8	1	Day8,21:54	Day8,22:4	Day8,22:49	2	1	6	BG(6);
o703	8	2	Day8,21:25	Day8,22:5	Day8,22:59	1	3	14	BB(6);AS(5);AU(3);
o704	9	1	Day8,22:4	Day8,22:14	Day8,23:9	4	1	5	AV(5);
o705	9	1	Day8,22:14	Day8,22:24	Day8,23:19	5	1	4	AG(4);
o706	9	2	Day8,22:5	Day8,22:30	Day8,23:29	6	2	8	AQ(5);BD(3);
o707	9	1	Day8,22:24	Day8,22:34	Day8,23:39	7	1	2	AO(2);
o708	9	1	Day8,22:49	Day8,22:59	Day8,23:49	2	1	1	AE(1);
o709	9	2	Day8,22:39	Day8,23:4	Day8,23:59	3	2	4	AI(2);AL(2);
o710	9	1	Day8,22:59	Day8,23:39	Day9,0:24	1	3	16	AK(9);AH(5);AE(2);
o711	9	2	Day8,23:9	Day8,23:49	Day9,0:34	4	3	17	AY(7);AW(6);AR(4);
o712	9	2	Day9,0:27	Day9,0:37	Day9,1:22	2	1	40	AW(40);
o713	9	2	Day9,0:37	Day9,0:47	Day9,1:32	1	1	40	AV(40);
o714	9	2	Day9,0:47	Day9,0:57	Day9,1:42	3	1	32	AH(32);
o715	9	1	Day8,23:39	Day9,1:4	Day9,1:52	5	6	18	AP(6);AJ(3);AN(3);AA(3);BC(2);BE(1);
o716	9	2	Day9,0:57	Day9,1:7	Day9,2:2	4	1	31	AP(31);
o717	9	1	Day9,1:4	Day9,1:14	Day9,2:12	6	1	26	AF(26);
o718	9	2	Day9,1:7	Day9,1:17	Day9,2:22	7	1	25	AX(25);
o719	9	1	Day9,1:22	Day9,1:47	Day9,2:32	2	2	22	AC(20);AG(2);
o720	9	2	Day9,1:32	Day9,1:57	Day9,2:42	1	2	38	BB(20);AB(18);
o721	9	1	Day9,1:47	Day9,2:12	Day9,2:57	3	2	36	AJ(20);AN(16);
o722	9	2	Day9,1:57	Day9,2:22	Day9,3:7	5	2	31	AD(18);AS(13);
o723	9	1	Day9,2:12	Day9,2:37	Day9,3:22	4	2	35	AY(18);AR(17);
o724	9	2	Day9,2:22	Day9,2:47	Day9,3:32	6	2	25	BF(17);BE(8);
o725	9	1	Day9,2:37	Day9,3:2	Day9,3:47	2	2	33	AK(17);AE(16);
o726	9	2	Day9,2:47	Day9,3:12	Day9,3:57	1	2	22	BG(15);AA(7);
o727	9	1	Day9,3:2	Day9,3:12	Day9,4:7	3	1	14	AM(14);
o728	9	1	Day9,3:12	Day9,3:37	Day9,4:22	5	2	15	AU(12);BA(3);
o729	9	2	Day9,3:12	Day9,3:37	Day9,4:32	7	2	14	AQ(12);BD(2);
o730	9	2	Day9,3:37	Day9,3:47	Day9,4:42	6	1	7	BC(7);
o731	9	2	Day9,3:47	Day9,3:57	Day9,4:52	2	1	5	AZ(5);
o732	9	1	Day9,3:37	Day9,4:2	Day9,5:2	4	2	10	AL(8);AI(2);
o733	9	2	Day9,3:57	Day9,4:7	Day9,5:12	1	1	4	AT(4);
o734	9	1	Day9,4:7	Day9,4:17	Day9,5:22	3	1	4	AO(4);
o735	9	2	Day9,4:22	Day9,4:47	Day9,5:32	5	2	7	AW(6);AR(1);
o736	9	1	Day9,4:32	Day9,5:12	Day9,5:57	7	3	7	AP(4);BF(2);BE(1);
o737	9	1	Day9,5:12	Day9,5:22	Day9,6:7	2	1	4	AX(4);
o738	9	2	Day9,4:47	Day9,5:27	Day9,6:17	6	3	7	AK(4);AH(2);AT(1);
o739	9	1	Day9,5:22	Day9,5:32	Day9,6:27	1	1	3	AV(3);
o740	9	2	Day9,5:27	Day9,5:37	Day9,6:37	3	1	2	AM(2);
o741	9	1	Day9,5:32	Day9,6:12	Day9,6:57	4	3	4	AU(2);AD(1);BB(1);
o742	9	2	Day9,5:37	Day9,6:17	Day9,7:7	5	3	5	BG(2);AA(2);AJ(1);
o743	9	1	Day9,6:12	Day9,6:22	Day9,7:17	2	1	1	AI(1);
o744	9	2	Day9,6:17	Day9,6:57	Day9,7:42	6	3	6	AW(3);AR(2);AY(1);
o745	9	1	Day9,6:22	Day9,7:2	Day9,7:52	7	3	7	BF(3);AP(3);BE(1);
o746	9	2	Day9,6:57	Day9,7:7	Day9,8:2	1	1	2	AC(2);
o747	9	1	Day9,7:2	Day9,7:42	Day9,8:27	3	3	5	AK(2);AH(2);AE(1);
o748	9	2	Day9,7:7	Day9,8:2	Day9,8:47	4	4	6	AJ(2);AA(2);BG(1);AN(1);
o749	9	2	Day9,8:41	Day9,8:51	Day9,9:36	1	1	50	AH(50);
o750	9	1	Day9,8:41	Day9,8:51	Day9,9:46	2	1	52	AW(52);
o751	9	1	Day9,8:51	Day9,9:1	Day9,9:56	3	1	32	AV(32);
o752	9	2	Day9,8:51	Day9,9:1	Day9,10:6	4	1	30	AP(30);
o753	9	1	Day9,9:1	Day9,9:11	Day9,10:16	5	1	27	AR(27);
o754	9	2	Day9,9:1	Day9,9:11	Day9,10:26	6	1	25	AF(25);
o755	9	1	Day9,9:11	Day9,9:21	Day9,10:36	7	1	24	AY(24);
o756	9	2	Day9,9:36	Day9,10:1	Day9,10:46	1	2	39	AK(24);AE(15);
o757	9	1	Day9,9:46	Day9,10:11	Day9,10:56	2	2	39	AX(22);AC(17);
o758	9	2	Day9,10:1	Day9,10:26	Day9,11:11	3	2	41	AN(22);BG(19);
o759	9	1	Day9,10:11	Day9,10:36	Day9,11:21	4	2	27	BF(20);BE(7);
o760	9	1	Day9,10:36	Day9,10:46	Day9,11:31	6	1	16	AM(16);
o761	9	2	Day9,10:26	Day9,10:51	Day9,11:41	5	2	36	BB(18);AD(18);
o762	9	2	Day9,10:51	Day9,11:16	Day9,12:1	1	2	16	AL(12);AI(4);
o763	9	1	Day9,10:46	Day9,11:26	Day9,12:11	7	3	33	AJ(13);BC(11);AA(9);
o764	9	1	Day9,11:26	Day9,11:51	Day9,12:36	3	2	10	AQ(8);BD(2);
o765	9	2	Day9,11:16	Day9,11:56	Day9,12:46	2	3	28	AB(11);AU(9);AS(8);
o766	9	1	Day9,11:51	Day9,12:1	Day9,12:56	4	1	5	AG(5);
o767	9	2	Day9,11:56	Day9,12:6	Day9,13:6	5	1	4	BA(4);
o768	9	1	Day9,12:1	Day9,12:11	Day9,13:16	1	1	4	AO(4);
o769	9	2	Day9,12:6	Day9,12:16	Day9,13:26	6	1	3	AZ(3);
o770	9	1	Day9,12:11	Day9,12:21	Day9,13:36	7	1	3	AT(3);
o771	9	2	Day9,12:36	Day9,13:16	Day9,14:1	3	3	6	AF(3);AW(2);AY(1);
o772	9	1	Day9,12:46	Day9,13:26	Day9,14:11	2	3	5	AK(3);AH(1);AT(1);
o773	9	1	Day9,13:26	Day9,13:51	Day9,14:36	1	2	3	AC(2);AG(1);
o774	9	2	Day9,13:16	Day9,13:56	Day9,14:46	4	3	4	AN(2);AA(1);BE(1);
o775	9	2	Day9,13:56	Day9,14:6	Day9,14:56	6	1	2	AR(2);
o776	9	2	Day9,14:6	Day9,14:16	Day9,15:6	3	1	2	BF(2);
o777	9	2	Day9,14:16	Day9,14:26	Day9,15:16	2	1	1	AQ(1);
o778	9	2	Day9,14:26	Day9,14:36	Day9,15:26	7	1	1	AV(1);
o779	9	1	Day9,13:51	Day9,14:46	Day9,15:36	5	4	5	BB(2);AD(1);AB(1);AS(1);
o780	9	2	Day9,14:36	Day9,14:46	Day9,15:46	1	1	1	AE(1);
o781	9	2	Day9,14:56	Day9,15:36	Day9,16:21	6	3	22	AK(10);AH(8);AE(4);
o782	9	1	Day9,14:46	Day9,15:41	Day9,16:31	4	4	27	AP(11);AA(7);AN(5);BE(4);
o783	9	2	Day9,15:36	Day9,16:1	Day9,16:46	2	2	12	AV(10);AZ(2);
o784	9	1	Day9,15:41	Day9,16:21	Day9,17:6	3	3	17	AW(7);AF(6);AB(4);
o785	9	1	Day9,16:21	Day9,16:31	Day9,17:16	5	1	46	AH(46);
o786	9	1	Day9,16:31	Day9,16:41	Day9,17:26	4	1	40	AW(40);
o787	9	1	Day9,16:41	Day9,16:51	Day9,17:36	6	1	33	AK(33);
o788	9	1	Day9,16:51	Day9,17:1	Day9,17:46	2	1	32	AR(32);
o789	9	2	Day9,16:1	Day9,17:11	Day9,17:56	1	5	13	AD(6);AS(3);BB(2);BA(1);AU(1);
o790	9	1	Day9,17:1	Day9,17:11	Day9,18:6	7	1	28	AX(28);
o791	9	2	Day9,17:11	Day9,17:21	Day9,18:16	3	1	27	AP(27);
o792	9	1	Day9,17:16	Day9,17:26	Day9,18:26	5	1	25	AD(25);
o793	9	2	Day9,17:26	Day9,17:36	Day9,18:36	4	1	25	AJ(25);
o794	9	1	Day9,17:36	Day9,18:1	Day9,18:46	6	2	43	AF(23);AY(20);
o795	9	2	Day9,17:46	Day9,18:11	Day9,18:56	2	2	38	BG(23);AN(15);
o796	9	1	Day9,18:1	Day9,18:26	Day9,19:11	1	2	26	AV(21);AZ(5);
o797	9	2	Day9,18:11	Day9,18:36	Day9,19:21	7	2	24	AQ(19);BD(5);
o798	9	2	Day9,18:36	Day9,18:46	Day9,19:31	5	1	13	AE(13);
o799	9	1	Day9,18:26	Day9,18:51	Day9,19:41	3	2	26	AB(15);BB(11);
o800	9	2	Day9,18:46	Day9,19:11	Day9,19:56	4	2	19	AC(13);AG(6);
o801	9	1	Day9,18:51	Day9,19:16	Day9,20:6	6	2	21	BF(12);BE(9);
o802	9	2	Day9,19:11	Day9,19:21	Day9,20:16	1	1	11	AM(11);
o803	9	1	Day9,19:16	Day9,19:41	Day9,20:26	2	2	19	BC(11);AA(8);
o804	9	1	Day9,19:41	Day9,19:51	Day9,20:36	3	1	10	AT(10);
o805	9	2	Day9,19:21	Day9,20:1	Day9,20:46	7	3	22	AU(10);AS(9);BA(3);
o806	9	2	Day9,20:1	Day9,20:11	Day9,20:56	4	1	3	AO(3);
o807	9	1	Day9,19:51	Day9,20:16	Day9,21:6	5	2	18	AL(9);AI(9);
o808	9	2	Day9,20:11	Day9,20:36	Day9,21:21	6	2	7	AH(6);AE(1);
o809	9	2	Day9,20:36	Day9,21:1	Day9,21:46	2	2	8	AY(5);AR(3);
o810	9	1	Day9,20:16	Day9,21:11	Day9,21:56	1	4	13	AB(6);AF(4);BB(2);AD(1);
o811	9	2	Day9,21:1	Day9,21:11	Day9,22:6	3	1	4	AV(4);
o812	9	2	Day9,21:11	Day9,21:36	Day9,22:21	5	2	3	AJ(2);AA(1);
o813	9	1	Day9,21:11	Day9,21:51	Day9,22:36	4	3	7	AP(3);BF(3);BE(1);
o814	9	1	Day9,21:51	Day9,22:1	Day9,22:46	2	1	37	AH(37);
o815	9	1	Day9,22:1	Day9,22:11	Day9,22:56	1	1	28	AW(28);
o816	10	2	Day9,21:36	Day9,22:16	Day9,23:6	6	3	6	AC(2);AX(2);AG(2);
o817	10	1	Day9,22:11	Day9,22:21	Day9,23:16	3	1	25	AK(25);
o818	10	2	Day9,22:16	Day9,22:41	Day9,23:26	7	2	34	AF(20);AD(14);
o819	10	1	Day9,22:21	Day9,22:46	Day9,23:36	5	2	30	AR(18);AY(12);
o820	10	2	Day9,22:41	Day9,23:6	Day9,23:51	4	2	35	AN(18);BG(17);
o821	10	1	Day9,22:46	Day9,23:11	Day10,0:1	2	2	25	AX(18);AC(7);
o822	10	2	Day9,23:6	Day9,23:31	Day10,0:16	1	2	20	AV(17);AZ(3);
o823	10	1	Day9,23:11	Day9,23:36	Day10,0:26	6	2	32	AP(17);AJ(15);
o824	10	2	Day9,23:31	Day9,23:56	Day10,0:41	3	2	18	BE(9);BF(9);
o825	10	2	Day9,23:56	Day10,0:6	Day10,0:51	4	1	8	AE(8);
o826	10	2	Day10,0:6	Day10,0:16	Day10,1:1	2	1	7	AM(7);
o827	10	1	Day9,23:36	Day10,0:31	Day10,1:16	5	4	30	AB(9);AU(9);AS(6);BB(6);
o828	10	2	Day10,0:16	Day10,0:41	Day10,1:26	1	2	10	AQ(7);BD(3);
o829	10	2	Day10,0:41	Day10,0:51	Day10,1:36	3	1	6	AO(6);
o830	10	1	Day10,0:31	Day10,0:56	Day10,1:46	6	2	9	BC(6);AA(3);
o831	10	1	Day10,0:56	Day10,1:6	Day10,1:56	7	1	5	AT(5);
o832	10	1	Day10,1:6	Day10,1:16	Day10,2:6	2	1	4	BA(4);
o833	10	2	Day10,0:51	Day10,1:16	Day10,2:16	4	2	8	AL(5);AI(3);
o834	10	1	Day10,1:16	Day10,1:26	Day10,2:26	5	1	1	AG(1);
o835	10	1	Day10,1:36	Day10,1:46	Day10,2:36	3	1	30	AW(30);
o836	10	2	Day10,1:26	Day10,2:6	Day10,2:51	1	3	14	AH(8);AK(4);AT(2);
o837	10	1	Day10,1:46	Day10,2:11	Day10,3:1	6	2	42	AH(23);AK(19);
o838	10	2	Day10,2:6	Day10,2:31	Day10,3:16	7	2	42	AJ(22);AP(20);
o839	10	1	Day10,2:11	Day10,2:36	Day10,3:26	2	2	34	AX(21);AC(13);
o840	10	2	Day10,2:31	Day10,2:56	Day10,3:41	4	2	39	AY(20);AR(19);
o841	10	1	Day10,2:36	Day10,3:1	Day10,3:51	5	2	22	AV(19);AZ(3);
o842	10	2	Day10,2:56	Day10,3:21	Day10,4:6	1	2	31	BG(18);AN(13);
o843	10	1	Day10,3:1	Day10,3:26	Day10,4:16	3	2	32	BE(17);BF(15);
o844	10	2	Day10,3:21	Day10,3:46	Day10,4:31	6	2	30	AF(15);BB(15);
o845	10	1	Day10,3:26	Day10,3:51	Day10,4:41	2	2	28	AB(15);AD(13);
o846	10	2	Day10,3:46	Day10,3:56	Day10,4:51	4	1	12	AE(12);
o847	10	1	Day10,3:51	Day10,4:16	Day10,5:1	5	2	14	AA(11);BC(3);
o848	10	2	Day10,3:56	Day10,4:21	Day10,5:11	7	2	16	AQ(11);BD(5);
o849	10	1	Day10,4:16	Day10,4:26	Day10,5:21	1	1	7	AM(7);
o850	10	2	Day10,4:21	Day10,4:31	Day10,5:31	3	1	6	AT(6);
o851	10	2	Day10,4:41	Day10,4:51	Day10,5:41	2	1	5	AO(5);
o852	10	1	Day10,4:31	Day10,5:11	Day10,5:56	6	3	14	AU(5);AS(5);BA(4);
o853	10	2	Day10,4:51	Day10,5:16	Day10,6:6	4	2	9	AI(5);AL(4);
o854	10	1	Day10,5:11	Day10,5:21	Day10,6:16	5	1	3	AG(3);
o855	10	2	Day10,5:16	Day10,5:41	Day10,6:26	7	2	15	AH(12);AK(3);
o856	10	2	Day10,5:41	Day10,5:51	Day10,6:36	3	1	35	AH(35);
o857	10	2	Day10,5:51	Day10,6:1	Day10,6:46	2	1	25	AW(25);
o858	10	1	Day10,5:21	Day10,6:16	Day10,7:1	1	4	19	AN(7);AP(7);BG(4);AJ(1);
o859	10	2	Day10,6:1	Day10,6:26	Day10,7:11	6	2	31	AV(24);AZ(7);
o860	10	1	Day10,6:16	Day10,6:41	Day10,7:26	4	2	38	BG(20);AP(18);
o861	10	2	Day10,6:26	Day10,6:51	Day10,7:36	5	2	29	AK(20);AE(9);
o862	10	2	Day10,6:51	Day10,7:1	Day10,7:46	2	1	19	AR(19);
o863	10	1	Day10,6:41	Day10,7:6	Day10,7:56	3	2	39	AF(20);AY(19);
o864	10	2	Day10,7:1	Day10,7:26	Day10,8:11	1	2	35	AD(19);AB(16);
o865	10	1	Day10,7:6	Day10,7:31	Day10,8:21	7	2	28	AC(15);AX(13);
o866	10	2	Day10,7:26	Day10,8:6	Day10,8:51	4	3	28	BB(14);AS(10);AU(4);
o867	10	1	Day10,7:31	Day10,8:11	Day10,9:1	6	3	31	AN(12);AJ(11);BE(8);
o868	10	2	Day10,8:6	Day10,8:16	Day10,9:11	2	1	11	AG(11);
o869	10	1	Day10,8:11	Day10,8:21	Day10,9:21	1	1	8	BF(8);
