outbound Train No	Day No	PullBack engine No	Starting time of pullback job	ending time of pullback job	departure time at departure area	Departure track No	Number of blocks	number of railcars	destination of blocks(associated number of cars)
o564	9	1	Day9,18:27	Day9,18:52	Day9,19:42	4	2	26	AK(14);AT(12);
o565	9	2	Day9,18:47	Day9,19:27	Day9,20:12	5	3	25	AS(10);BB(9);AD(6);
o566	9	1	Day9,20:40	Day9,20:50	Day9,21:35	1	1	27	AH(27);
o567	9	2	Day9,20:40	Day9,20:50	Day9,21:45	2	1	25	AO(25);
o568	9	1	Day9,20:50	Day9,21:15	Day9,22:0	3	2	35	BF(19);AP(16);
o569	9	2	Day9,20:50	Day9,21:15	Day9,22:10	4	2	29	AX(15);AC(14);
o570	9	1	Day9,21:15	Day9,21:40	Day9,22:25	5	2	28	AF(14);AW(14);
o571	9	2	Day9,21:15	Day9,21:55	Day9,22:40	6	3	29	AJ(11);BE(11);AA(7);
o572	9	1	Day9,21:40	Day9,22:5	Day9,22:50	1	2	25	AV(22);AZ(3);
o573	10	2	Day9,21:55	Day9,22:35	Day9,23:20	2	3	32	AK(13);AH(10);AE(9);
o574	10	1	Day9,22:5	Day9,22:45	Day9,23:30	3	3	30	AR(13);AW(9);AY(8);
o575	10	2	Day9,22:35	Day9,23:15	Day10,0:0	4	3	28	AN(13);BG(11);AJ(4);
o576	10	1	Day9,22:45	Day9,23:25	Day10,0:10	5	3	28	AU(11);AB(9);AD(8);
o577	10	2	Day9,23:27	Day9,23:52	Day10,0:37	1	2	27	AH(16);AK(11);
o578	10	1	Day9,23:27	Day9,23:52	Day10,0:47	2	2	26	AR(14);AW(12);
o579	10	1	Day9,23:52	Day10,0:17	Day10,1:2	3	2	25	AF(14);BB(11);
o580	10	2	Day9,23:52	Day10,0:17	Day10,1:12	6	2	25	AP(14);BE(11);
o581	10	2	Day10,0:17	Day10,0:57	Day10,1:42	5	3	26	AB(10);BA(9);AS(7);
o582	10	1	Day10,0:17	Day10,1:12	Day10,1:57	4	4	29	BG(10);AA(7);AJ(6);AN(6);
o583	10	2	Day10,1:22	Day10,1:47	Day10,2:32	1	2	37	AX(24);AC(13);
o584	10	1	Day10,1:22	Day10,1:47	Day10,2:42	2	2	30	AQ(21);BD(9);
o585	10	1	Day10,1:47	Day10,2:12	Day10,2:57	3	2	38	AY(20);AW(18);
o586	10	2	Day10,1:47	Day10,2:12	Day10,3:7	5	2	27	AJ(16);BC(11);
o587	10	2	Day10,2:12	Day10,2:37	Day10,3:22	6	2	27	AH(15);AK(12);
o588	10	1	Day10,2:12	Day10,2:52	Day10,3:37	4	3	29	BF(16);AP(7);BE(6);
o589	10	1	Day10,3:4	Day10,3:14	Day10,3:59	2	1	29	AV(29);
o590	10	2	Day10,2:37	Day10,3:17	Day10,4:9	1	3	28	AD(13);BB(8);AF(7);
o591	10	1	Day10,3:14	Day10,3:39	Day10,4:24	3	2	34	BG(20);AN(14);
o592	10	2	Day10,3:17	Day10,3:42	Day10,4:34	5	2	31	AH(16);AE(15);
o593	10	1	Day10,3:39	Day10,4:4	Day10,4:49	4	2	27	AB(15);AW(12);
o594	10	2	Day10,3:42	Day10,4:37	Day10,5:22	6	4	27	AP(10);AA(8);AJ(6);BE(3);
o595	10	1	Day10,4:4	Day10,4:44	Day10,5:32	2	3	25	AG(10);AC(9);AX(6);
o596	10	1	Day10,5:5	Day10,5:15	Day10,6:0	3	1	28	AH(28);
o597	10	2	Day10,4:37	Day10,5:32	Day10,6:17	1	4	28	AD(9);AU(7);AF(6);BB(6);
o598	10	1	Day10,5:15	Day10,5:40	Day10,6:27	4	2	36	AR(22);AY(14);
o599	10	2	Day10,5:32	Day10,5:57	Day10,6:42	2	2	35	AK(20);AT(15);
o600	10	1	Day10,5:40	Day10,6:5	Day10,6:52	5	2	25	AP(15);AN(10);
o601	10	1	Day10,6:6	Day10,6:16	Day10,7:2	3	1	26	AM(26);
o602	10	2	Day10,5:57	Day10,6:37	Day10,7:22	6	3	29	AS(11);AF(10);AD(8);
o603	10	1	Day10,6:16	Day10,6:41	Day10,7:32	7	2	28	AV(18);AZ(10);
o604	10	2	Day10,6:37	Day10,7:17	Day10,8:2	1	3	26	AW(15);AY(7);AF(4);
o605	10	1	Day10,6:41	Day10,7:51	Day10,8:36	4	5	25	BG(13);AJ(6);AN(3);AA(2);AP(1);
o606	10	1	Day10,8:16	Day10,8:26	Day10,9:11	1	1	25	AH(25);
o607	10	2	Day10,7:17	Day10,8:27	Day10,9:21	2	5	27	BB(9);AB(7);AD(5);AS(3);BA(3);
o608	10	1	Day10,8:26	Day10,8:51	Day10,9:36	3	2	38	AK(24);AE(14);
o609	10	2	Day10,8:27	Day10,8:52	Day10,9:46	5	2	37	AX(22);AC(15);
o610	10	1	Day10,8:51	Day10,9:16	Day10,10:1	4	2	28	BF(15);AP(13);
o611	10	2	Day10,8:52	Day10,9:17	Day10,10:11	6	2	25	AN(14);BE(11);
o612	10	1	Day10,9:16	Day10,9:56	Day10,10:41	1	3	25	AR(12);AW(7);AY(6);
o613	10	2	Day10,9:17	Day10,10:12	Day10,10:57	7	4	30	AD(11);BB(7);AU(6);AB(6);
o614	10	1	Day10,10:48	Day10,11:13	Day10,11:58	2	2	25	AL(14);AI(11);
o615	10	2	Day10,10:48	Day10,11:28	Day10,12:13	1	3	29	BG(11);AJ(11);AA(7);
o616	10	1	Day10,11:16	Day10,11:41	Day10,12:26	3	2	27	AV(22);AZ(5);
o617	10	2	Day10,11:28	Day10,12:8	Day10,12:53	4	3	27	AT(13);AH(11);AK(3);
o618	10	1	Day10,11:41	Day10,12:21	Day10,13:6	5	3	26	AW(10);AY(8);AR(8);
o619	10	2	Day10,12:8	Day10,12:48	Day10,13:33	2	3	25	AP(10);BC(8);BE(7);
o620	10	1	Day10,13:39	Day10,14:19	Day10,15:4	1	3	25	AP(14);BF(7);BE(4);
o621	10	2	Day10,13:39	Day10,14:19	Day10,15:14	3	3	30	AH(13);AE(10);AK(7);
o622	10	1	Day10,14:19	Day10,14:59	Day10,15:44	2	3	28	AD(11);AF(10);AU(7);
o623	10	2	Day10,14:19	Day10,14:59	Day10,15:54	4	3	27	AY(10);AR(9);AW(8);
o624	10	1	Day10,14:59	Day10,15:24	Day10,16:9	5	2	28	AX(16);AG(12);
o625	10	2	Day10,14:59	Day10,15:39	Day10,16:24	6	3	29	AJ(10);AN(10);AP(9);
o626	10	1	Day10,15:24	Day10,16:4	Day10,16:49	1	3	25	AF(9);AB(9);AW(7);
o627	10	2	Day10,15:58	Day10,16:8	Day10,16:59	2	1	27	AV(27);
o628	10	1	Day10,16:4	Day10,16:29	Day10,17:14	3	2	39	AH(21);AK(18);
o629	10	2	Day10,16:8	Day10,16:33	Day10,17:24	4	2	26	AQ(13);BD(13);
o630	10	1	Day10,16:29	Day10,17:9	Day10,17:54	5	3	25	AW(12);AF(8);AY(5);
o631	10	2	Day10,16:33	Day10,17:13	Day10,18:4	6	3	31	AD(12);AS(10);BB(9);
o632	10	2	Day10,17:22	Day10,17:47	Day10,18:32	2	2	31	AC(17);AX(14);
o633	10	1	Day10,17:9	Day10,18:4	Day10,18:49	1	4	26	AA(9);BG(8);AN(5);AP(4);
o634	10	2	Day10,17:47	Day10,18:27	Day10,19:12	3	3	33	AW(15);AY(9);AR(9);
o635	10	1	Day10,18:4	Day10,18:44	Day10,19:29	4	3	28	AJ(11);BC(9);BE(8);
o636	10	2	Day10,18:27	Day10,19:7	Day10,19:52	5	3	25	AH(10);AE(8);AK(7);
o637	10	1	Day10,18:44	Day10,19:39	Day10,20:24	2	4	28	AB(8);AU(8);AF(8);AS(4);
o638	10	2	Day10,19:42	Day10,20:7	Day10,20:52	1	2	25	AV(20);AZ(5);
o639	10	1	Day10,19:42	Day10,20:7	Day10,21:2	3	2	37	BF(19);AP(18);
o640	10	1	Day10,20:7	Day10,20:32	Day10,21:17	4	2	28	AH(18);AT(10);
o641	10	2	Day10,20:7	Day10,20:32	Day10,21:27	5	2	28	AW(15);AR(13);
o642	10	1	Day10,20:32	Day10,20:57	Day10,21:42	2	2	25	AD(14);AF(11);
o643	10	2	Day10,20:32	Day10,20:57	Day10,21:52	6	2	25	AA(13);AN(12);
o644	11	1	Day10,23:11	Day10,23:36	Day11,0:21	1	2	30	AX(21);AG(9);
o645	11	2	Day10,23:11	Day10,23:36	Day11,0:31	3	2	34	AH(19);AK(15);
o646	11	1	Day10,23:36	Day11,0:16	Day11,1:1	2	3	31	AY(16);AF(8);AW(7);
o647	11	2	Day10,23:36	Day11,0:16	Day11,1:11	4	3	27	BB(13);AB(8);AS(6);
o648	11	1	Day11,0:16	Day11,0:56	Day11,1:41	5	3	32	AP(12);BE(11);AJ(9);
o649	11	2	Day11,2:58	Day11,3:23	Day11,4:8	1	2	25	AQ(19);BD(6);
o650	11	1	Day11,2:58	Day11,3:23	Day11,4:18	2	2	28	AE(19);AK(9);
o651	11	1	Day11,3:23	Day11,3:48	Day11,4:33	3	2	27	BG(16);AN(11);
o652	11	2	Day11,3:23	Day11,4:3	Day11,4:48	4	3	25	AJ(11);AP(8);BC(6);
o653	11	1	Day11,3:48	Day11,4:58	Day11,5:43	5	5	27	AU(8);AF(5);BB(5);AS(5);AD(4);
o654	11	2	Day11,7:50	Day11,8:0	Day11,8:45	1	1	28	AV(28);
o655	11	1	Day11,7:50	Day11,8:15	Day11,9:0	2	2	30	AW(18);AR(12);
o656	11	2	Day11,8:0	Day11,8:40	Day11,9:25	3	3	27	AH(16);AK(6);AE(5);
o657	11	2	Day11,8:46	Day11,9:11	Day11,9:56	1	2	25	AC(15);AX(10);
o658	11	1	Day11,8:15	Day11,9:40	Day11,10:25	4	6	25	AF(8);BA(6);AB(6);AD(2);BB(2);AU(1);
o659	11	2	Day11,9:11	Day11,9:51	Day11,10:36	2	3	28	AJ(10);AP(9);AA(9);
o660	11	1	Day11,10:14	Day11,10:24	Day11,11:9	1	1	27	AH(27);
o661	11	2	Day11,10:14	Day11,10:39	Day11,11:24	3	2	33	AY(17);AW(16);
o662	11	1	Day11,10:24	Day11,10:49	Day11,11:34	5	2	25	AK(15);AE(10);
o663	11	2	Day11,10:39	Day11,11:19	Day11,12:4	2	3	31	AD(12);BB(10);AF(9);
o664	11	1	Day11,10:49	Day11,11:29	Day11,12:14	4	3	31	AP(11);BG(10);AN(10);
o665	11	2	Day11,11:56	Day11,12:6	Day11,12:51	1	1	25	AM(25);
o666	11	1	Day11,11:56	Day11,12:21	Day11,13:6	3	2	33	AV(23);AZ(10);
o667	11	2	Day11,12:6	Day11,12:31	Day11,13:16	2	2	27	AR(16);AY(11);
o668	11	1	Day11,12:21	Day11,12:46	Day11,13:31	4	2	28	BC(15);AJ(13);
o669	11	2	Day11,12:31	Day11,13:11	Day11,13:56	5	3	30	AX(15);AG(8);AC(7);
o670	11	1	Day11,12:46	Day11,13:26	Day11,14:11	6	3	27	AH(12);AK(8);AT(7);
o671	11	2	Day11,13:11	Day11,13:51	Day11,14:36	1	3	34	BE(12);BF(12);AP(10);
o672	11	1	Day11,13:26	Day11,14:6	Day11,14:51	2	3	26	AW(10);AF(9);AB(7);
o673	11	2	Day11,13:51	Day11,14:46	Day11,15:31	3	4	26	AD(8);AS(8);AU(6);BB(4);
o674	11	1	Day11,14:30	Day11,14:55	Day11,15:41	4	2	42	BG(23);AN(19);
o675	11	2	Day11,14:46	Day11,15:11	Day11,15:56	1	2	36	AH(23);AK(13);
o676	11	1	Day11,14:55	Day11,15:20	Day11,16:6	2	2	30	AL(22);AI(8);
o677	11	2	Day11,15:11	Day11,15:36	Day11,16:21	5	2	26	AQ(21);BD(5);
o678	11	1	Day11,15:20	Day11,16:0	Day11,16:45	6	3	34	AD(14);AB(10);AF(10);
o679	11	2	Day11,15:36	Day11,16:1	Day11,16:55	3	2	28	AY(14);AW(14);
o680	11	1	Day11,16:0	Day11,16:40	Day11,17:25	1	3	29	AA(11);AP(9);AJ(9);
o681	11	2	Day11,17:34	Day11,17:44	Day11,18:29	2	1	27	AV(27);
o682	11	1	Day11,17:34	Day11,17:59	Day11,18:44	4	2	26	AX(17);AC(9);
o683	11	2	Day11,17:44	Day11,18:24	Day11,19:9	1	3	25	AW(12);AR(11);AY(2);
o684	11	1	Day11,17:59	Day11,18:39	Day11,19:24	3	3	26	AE(12);AH(8);AK(6);
o685	11	2	Day11,18:24	Day11,19:4	Day11,19:49	5	3	26	AU(10);BB(8);BA(8);
o686	11	1	Day11,19:7	Day11,19:32	Day11,20:17	2	2	25	AP(14);AN(11);
o687	11	2	Day11,19:7	Day11,19:47	Day11,20:32	4	3	27	AJ(11);BE(9);BC(7);
o688	11	1	Day11,19:32	Day11,20:12	Day11,20:57	1	3	26	AS(10);AD(8);AF(8);
o689	11	2	Day11,20:40	Day11,20:50	Day11,21:35	2	1	27	AW(27);
o690	11	1	Day11,20:40	Day11,21:5	Day11,21:50	3	2	38	AH(22);AK(16);
o691	11	2	Day11,20:50	Day11,21:15	Day11,22:0	4	2	29	AV(21);AZ(8);
o692	11	1	Day11,21:5	Day11,21:45	Day11,22:30	1	3	31	AX(15);AC(8);AG(8);
o693	11	2	Day11,21:15	Day11,21:55	Day11,22:40	5	3	34	AB(13);AD(11);BB(10);
o694	12	1	Day11,21:45	Day11,22:25	Day11,23:10	2	3	27	BG(12);AA(8);AJ(7);
o695	12	2	Day11,22:13	Day11,22:38	Day11,23:23	3	2	32	AY(19);AF(13);
o696	12	1	Day11,22:25	Day11,22:50	Day11,23:35	4	2	31	BF(19);AP(12);
o697	12	2	Day11,22:38	Day11,23:18	Day12,0:3	1	3	33	AE(12);AK(11);AH(10);
o698	12	1	Day11,22:50	Day11,23:30	Day12,0:15	5	3	26	AU(11);AS(10);BB(5);
o699	12	2	Day11,23:18	Day11,23:58	Day12,0:43	2	3	25	AN(9);BE(9);AJ(7);
o700	12	1	Day11,23:51	Day12,0:16	Day12,1:1	3	2	37	AW(21);AR(16);
o701	12	2	Day11,23:58	Day12,0:23	Day12,1:11	4	2	25	BG(14);AP(11);
o702	12	1	Day12,0:16	Day12,0:41	Day12,1:26	1	2	26	AH(14);AK(12);
o703	12	2	Day12,0:23	Day12,1:3	Day12,1:48	5	3	28	AB(11);AD(10);AF(7);
o704	12	2	Day12,1:10	Day12,1:35	Day12,2:20	2	2	27	AX(17);AC(10);
o705	12	1	Day12,0:41	Day12,1:36	Day12,2:30	6	4	28	BC(10);AN(9);AA(5);BE(4);
o706	12	2	Day12,1:35	Day12,2:15	Day12,3:0	1	3	29	AY(16);AW(8);AF(5);
o707	12	1	Day12,1:36	Day12,2:16	Day12,3:10	3	3	25	BF(13);AP(9);BE(3);
o708	12	1	Day12,2:16	Day12,2:26	Day12,3:20	5	1	25	AO(25);
o709	12	2	Day12,2:15	Day12,2:55	Day12,3:40	4	3	25	AD(10);BB(9);AB(6);
o710	12	2	Day12,3:0	Day12,3:25	Day12,4:10	1	2	28	AV(24);AZ(4);
o711	12	1	Day12,3:0	Day12,3:25	Day12,4:20	2	2	45	AH(24);AK(21);
o712	12	1	Day12,3:25	Day12,3:50	Day12,4:35	3	2	34	AJ(18);AP(16);
o713	12	2	Day12,3:25	Day12,4:5	Day12,4:50	5	3	31	AW(12);AR(11);AY(8);
o714	12	1	Day12,3:50	Day12,4:30	Day12,5:15	4	3	27	AN(12);BG(11);AA(4);
o715	12	2	Day12,4:5	Day12,5:0	Day12,5:45	6	4	27	AB(10);AU(7);AF(6);BB(4);
o716	12	1	Day12,7:6	Day12,7:46	Day12,8:31	1	3	26	AX(12);AG(7);AC(7);
o717	12	2	Day12,7:6	Day12,8:1	Day12,8:46	2	4	26	BC(10);AA(6);BE(6);AP(4);
o718	12	2	Day12,8:21	Day12,8:31	Day12,9:16	4	1	26	AH(26);
o719	12	1	Day12,7:46	Day12,8:41	Day12,9:26	3	4	25	AF(8);AD(7);AB(5);AS(5);
o720	12	2	Day12,8:31	Day12,8:56	Day12,9:41	5	2	26	AW(17);AY(9);
o721	12	2	Day12,9:16	Day12,9:41	Day12,10:26	2	2	26	BF(20);AP(6);
o722	12	1	Day12,8:41	Day12,9:51	Day12,10:36	1	5	28	AN(7);AP(6);BG(6);AA(5);AJ(4);
o723	12	2	Day12,9:41	Day12,10:6	Day12,10:51	3	2	32	AK(16);AE(16);
o724	12	1	Day12,9:51	Day12,10:16	Day12,11:1	4	2	28	AL(15);AI(13);
o725	12	2	Day12,10:6	Day12,10:31	Day12,11:16	5	2	26	AQ(14);BD(12);
o726	12	2	Day12,10:41	Day12,11:6	Day12,11:51	1	2	37	AH(24);AT(13);
o727	12	1	Day12,10:16	Day12,11:11	Day12,12:1	6	4	25	BA(7);AF(6);AD(6);AB(6);
o728	12	2	Day12,11:6	Day12,11:31	Day12,12:16	2	2	28	AV(22);AZ(6);
o729	12	1	Day12,11:11	Day12,11:36	Day12,12:26	3	2	29	AW(17);AY(12);
o730	12	2	Day12,11:31	Day12,12:26	Day12,13:11	4	4	30	AJ(10);BC(8);BE(6);AN(6);
o731	12	1	Day12,11:36	Day12,12:31	Day12,13:21	5	4	31	AB(9);BB(8);AD(7);AS(7);
o732	12	2	Day12,13:54	Day12,14:4	Day12,14:49	1	1	25	AM(25);
o733	12	1	Day12,13:54	Day12,14:19	Day12,15:4	2	2	26	AP(16);BG(10);
o734	12	2	Day12,14:4	Day12,14:44	Day12,15:29	3	3	32	AR(16);AY(8);AW(8);
o735	12	1	Day12,14:19	Day12,14:44	Day12,15:39	4	2	26	AX(14);AC(12);
o736	12	1	Day12,14:44	Day12,15:24	Day12,16:9	5	3	32	AK(13);AH(10);AE(9);
o737	12	2	Day12,14:44	Day12,15:54	Day12,16:39	6	5	25	AA(9);AN(5);AJ(5);BC(4);BE(2);
o738	12	1	Day12,15:24	Day12,16:4	Day12,16:49	1	3	30	AF(14);AW(9);AB(7);
o739	12	1	Day12,16:23	Day12,16:48	Day12,17:33	3	2	28	AV(22);AZ(6);
o740	12	2	Day12,15:54	Day12,16:49	Day12,17:43	2	4	26	AD(8);AU(7);BB(7);AS(4);
o741	12	1	Day12,16:48	Day12,17:13	Day12,17:58	4	2	33	AH(21);AK(12);
o742	12	2	Day12,16:49	Day12,17:14	Day12,18:8	1	2	28	AP(15);BF(13);
o743	12	1	Day12,17:13	Day12,17:53	Day12,18:38	5	3	30	AF(13);AW(10);AY(7);
o744	12	2	Day12,17:14	Day12,17:54	Day12,18:48	6	3	27	AX(12);AG(8);AC(7);
o745	12	1	Day12,17:53	Day12,18:33	Day12,19:18	2	3	29	AN(11);BG(9);AA(9);
o746	12	2	Day12,18:19	Day12,18:44	Day12,19:29	1	2	40	AW(22);AR(18);
o747	12	1	Day12,18:33	Day12,18:58	Day12,19:43	3	2	26	AQ(17);BD(9);
o748	12	2	Day12,18:44	Day12,19:9	Day12,19:54	4	2	29	AJ(17);BC(12);
o749	12	1	Day12,18:58	Day12,19:23	Day12,20:8	5	2	26	AH(15);AT(11);
o750	12	2	Day12,19:9	Day12,19:49	Day12,20:34	6	3	29	AD(14);AB(8);BB(7);
o751	12	1	Day12,19:23	Day12,20:18	Day12,21:3	2	4	29	AN(10);BE(8);AA(6);AP(5);
o752	12	2	Day12,21:8	Day12,21:33	Day12,22:18	1	2	26	AE(15);AH(11);
o753	12	1	Day12,21:8	Day12,21:48	Day12,22:33	3	3	30	AY(14);AF(10);AW(6);
o754	12	2	Day12,21:33	Day12,22:13	Day12,22:58	2	3	26	BG(10);AP(8);AJ(8);
o755	13	1	Day12,21:48	Day12,22:28	Day12,23:13	4	3	26	AU(10);AS(8);BA(8);
o756	13	2	Day13,1:4	Day13,1:29	Day13,2:14	1	2	26	AV(23);AZ(3);
o757	13	1	Day13,1:4	Day13,1:29	Day13,2:24	3	2	28	AX(18);AC(10);
o758	13	1	Day13,1:29	Day13,2:9	Day13,2:54	2	3	26	AR(16);AY(6);AW(4);
o759	13	2	Day13,1:29	Day13,2:9	Day13,3:4	4	3	29	AK(15);AH(8);AT(6);
o760	13	1	Day13,2:9	Day13,2:49	Day13,3:34	5	3	33	BF(15);AP(9);BE(9);
o761	13	2	Day13,2:28	Day13,2:53	Day13,3:44	1	2	27	BG(17);AN(10);
o762	13	1	Day13,2:49	Day13,3:29	Day13,4:14	3	3	29	BB(14);AD(8);AS(7);
o763	13	2	Day13,2:53	Day13,3:48	Day13,4:33	6	4	29	AA(9);AP(8);AJ(7);BC(5);
o764	13	1	Day13,3:29	Day13,3:54	Day13,4:43	2	2	30	AH(20);AK(10);
o765	13	2	Day13,3:48	Day13,4:28	Day13,5:13	1	3	27	AX(13);AC(9);AG(5);
o766	13	1	Day13,3:54	Day13,4:34	Day13,5:23	4	3	28	AW(12);AF(10);AB(6);
o767	13	2	Day13,5:1	Day13,5:26	Day13,6:11	2	2	25	AV(20);AZ(5);
o768	13	1	Day13,5:1	Day13,5:26	Day13,6:21	3	2	30	AI(19);AL(11);
o769	13	1	Day13,5:26	Day13,5:51	Day13,6:36	1	2	30	AH(19);AK(11);
o770	13	2	Day13,5:26	Day13,5:51	Day13,6:46	4	2	31	AR(17);AY(14);
o771	13	1	Day13,5:51	Day13,6:16	Day13,7:1	5	2	27	BG(14);AN(13);
o772	13	2	Day13,5:51	Day13,6:31	Day13,7:16	6	3	29	AW(14);AF(10);AB(5);
o773	13	1	Day13,6:16	Day13,6:56	Day13,7:41	2	3	26	AA(10);AJ(8);BE(8);
o774	13	2	Day13,6:31	Day13,7:11	Day13,7:56	3	3	25	AU(9);AD(9);AS(7);
o775	13	1	Day13,6:57	Day13,7:22	Day13,8:7	1	2	36	AX(20);AC(16);
o776	13	2	Day13,7:11	Day13,7:36	Day13,8:21	4	2	34	AP(18);BF(16);
o777	13	1	Day13,7:22	Day13,7:47	Day13,8:32	5	2	26	AH(14);AE(12);
o778	13	1	Day13,7:47	Day13,8:12	Day13,8:57	2	2	25	AQ(13);BD(12);
o779	13	2	Day13,7:36	Day13,8:16	Day13,9:7	6	3	32	AW(14);AF(10);AY(8);
o780	13	1	Day13,8:12	Day13,8:52	Day13,9:37	1	3	25	AJ(10);BC(9);BE(6);
o781	13	2	Day13,8:16	Day13,8:56	Day13,9:47	3	3	26	AD(10);BB(9);AB(7);
o782	13	1	Day13,9:49	Day13,9:59	Day13,10:44	2	1	29	AM(29);
o783	13	2	Day13,9:49	Day13,9:59	Day13,10:54	4	1	25	AV(25);
o784	13	1	Day13,9:59	Day13,10:24	Day13,11:9	1	2	33	AW(20);AR(13);
o785	13	2	Day13,9:59	Day13,10:24	Day13,11:19	3	2	37	BG(19);AN(18);
o786	13	1	Day13,10:24	Day13,10:49	Day13,11:34	5	2	33	AK(17);AH(16);
o787	13	2	Day13,10:24	Day13,11:19	Day13,12:4	6	4	27	AP(10);AA(8);BE(5);AJ(4);
o788	13	1	Day13,10:49	Day13,11:44	Day13,12:29	2	4	28	AD(8);AS(8);AB(6);AU(6);
o789	13	2	Day13,12:28	Day13,12:53	Day13,13:38	1	2	40	AF(22);AW(18);
o790	13	1	Day13,12:28	Day13,12:53	Day13,13:48	3	2	31	AX(20);AC(11);
o791	13	1	Day13,12:53	Day13,13:18	Day13,14:3	2	2	30	AH(16);AT(14);
o792	13	2	Day13,12:53	Day13,13:18	Day13,14:13	4	2	25	AE(13);AK(12);
o793	13	1	Day13,13:48	Day13,14:13	Day13,14:58	1	2	37	AY(21);AR(16);
o794	13	2	Day13,13:48	Day13,14:13	Day13,15:8	5	2	31	AN(16);AP(15);
o795	13	1	Day13,14:13	Day13,14:53	Day13,15:38	2	3	26	BG(14);AJ(7);AA(5);
o796	13	2	Day13,14:13	Day13,14:53	Day13,15:48	3	3	29	BB(14);AD(8);AS(7);
o797	13	1	Day13,15:6	Day13,15:31	Day13,16:16	1	2	30	AH(19);AE(11);
o798	13	2	Day13,15:6	Day13,15:31	Day13,16:26	4	2	28	AV(17);AZ(11);
o799	13	1	Day13,15:31	Day13,15:56	Day13,16:41	5	2	28	BF(16);BE(12);
o800	13	2	Day13,15:31	Day13,16:11	Day13,16:56	6	3	31	AW(14);AB(9);AF(8);
o801	13	1	Day13,15:56	Day13,16:36	Day13,17:21	2	3	26	AC(10);AG(10);AX(6);
o802	13	2	Day13,16:34	Day13,16:59	Day13,17:44	1	2	32	AP(20);BC(12);
o803	13	1	Day13,16:36	Day13,17:1	Day13,17:54	3	2	30	AK(18);AH(12);
o804	13	2	Day13,16:59	Day13,17:39	Day13,18:24	4	3	27	AY(11);AR(9);AW(7);
o805	13	1	Day13,17:1	Day13,17:41	Day13,18:34	5	3	28	AD(10);BA(10);BB(8);
o806	13	1	Day13,17:43	Day13,18:8	Day13,18:53	6	2	28	AL(15);AI(13);
o807	13	2	Day13,17:39	Day13,18:19	Day13,19:4	2	3	25	AN(9);BG(9);AJ(7);
o808	13	1	Day13,18:8	Day13,18:48	Day13,19:33	1	3	31	AH(14);AK(9);AT(8);
o809	13	2	Day13,18:19	Day13,18:59	Day13,19:44	3	3	25	BF(11);BE(9);AP(5);
o810	13	1	Day13,18:48	Day13,19:43	Day13,20:28	4	4	31	AU(9);AD(8);AB(7);AF(7);
o811	13	2	Day13,19:25	Day13,19:50	Day13,20:38	2	2	29	AV(24);AZ(5);
o812	13	1	Day13,19:43	Day13,20:8	Day13,20:53	1	2	30	AX(21);AC(9);
o813	13	2	Day13,19:50	Day13,20:15	Day13,21:3	3	2	29	AQ(17);BD(12);
o814	13	1	Day13,20:8	Day13,20:33	Day13,21:18	5	2	27	AJ(17);AN(10);
o815	13	2	Day13,20:15	Day13,20:40	Day13,21:28	6	2	27	AW(15);AR(12);
o816	13	1	Day13,20:33	Day13,20:58	Day13,21:43	4	2	26	AH(14);AE(12);
o817	13	2	Day13,20:40	Day13,21:35	Day13,22:20	2	4	30	BB(10);AF(8);AS(6);AD(6);
o818	13	1	Day13,20:58	Day13,21:38	Day13,22:30	1	3	28	BG(10);AP(9);AA(9);
o819	13	1	Day13,21:38	Day13,22:3	Day13,22:48	5	2	28	AK(16);AH(12);
o820	13	2	Day13,21:41	Day13,22:6	Day13,22:58	3	2	33	AY(17);AW(16);
o821	14	1	Day13,22:3	Day13,22:43	Day13,23:28	4	3	31	AD(12);AB(11);AU(8);
o822	14	2	Day13,22:6	Day13,22:46	Day13,23:38	6	3	27	BF(11);AP(9);BE(7);
o823	14	2	Day13,23:14	Day13,23:24	Day14,0:9	2	1	26	AH(26);
o824	14	2	Day13,23:24	Day13,23:34	Day14,0:19	3	1	25	AM(25);
o825	14	1	Day13,22:43	Day13,23:38	Day14,0:29	1	4	25	BG(8);AJ(7);AA(5);AN(5);
o826	14	2	Day13,23:34	Day13,23:59	Day14,0:44	4	2	26	AV(24);AZ(2);
o827	14	1	Day13,23:38	Day14,0:3	Day14,0:54	5	2	31	AX(17);AG(14);
o828	14	2	Day13,23:59	Day14,0:24	Day14,1:9	6	2	26	AR(14);AW(12);
o829	14	1	Day14,0:3	Day14,0:43	Day14,1:28	7	3	27	BB(12);AF(9);AS(6);
o830	14	2	Day14,0:24	Day14,1:19	Day14,2:4	2	4	28	BC(9);AJ(8);AP(6);AA(5);
o831	14	1	Day14,1:14	Day14,1:24	Day14,2:14	1	1	27	AK(27);
o832	14	2	Day14,1:19	Day14,1:29	Day14,2:24	3	1	26	AO(26);
o833	14	1	Day14,1:24	Day14,1:49	Day14,2:34	4	2	34	AW(19);AY(15);
o834	14	2	Day14,1:29	Day14,1:54	Day14,2:44	5	2	32	BG(17);AN(15);
o835	14	1	Day14,1:49	Day14,2:14	Day14,2:59	6	2	25	AC(14);AX(11);
o836	14	2	Day14,1:54	Day14,2:19	Day14,3:9	7	2	26	AB(14);AD(12);
o837	14	1	Day14,2:14	Day14,2:54	Day14,3:39	2	3	30	AJ(11);BE(11);AP(8);
